State,County,2012_AQI,2013_AQI,2014_AQI,2015_AQI,2016_AQI,2017_AQI,2018_AQI,2019_AQI,2020_AQI,2021_AQI,Year,2022_AQI
South Carolina,Lexington,41,35,38,35,35,33,32,33,29,35,2022,29
South Carolina,Richland,43,41,45,40,44,41,35,34,35,38,2022,39
South Carolina,Spartanburg,45,41,42,42,44,43,38,37,40,41,2022,43
South Carolina,York,41,38,33,33,39,38,36,42,35,40,2022,39
South Dakota,Brookings,38,38,35,36,34,34,36,42,38,38,2022,35
South Dakota,Brown,28,26,23,24,20,23,24,20,23,22,2022,20
South Dakota,Codington,42,36,20,27,24,31,31,25,36,37,2022,37
South Dakota,Custer,43,40,39,39,39,42,41,39,41,39,2022,41
South Dakota,Jackson,36,36,39,38,37,41,41,38,39,33,2022,39
South Dakota,Meade,41,39,36,38,35,30,29,36,38,38,2022,39
South Dakota,Minnehaha,44,43,39,38,38,35,37,36,35,36,2022,37
South Dakota,Pennington,32,37,32,40,30,30,30,30,31,33,2022,33
Tennessee,Anderson,44,38,38,39,43,40,40,44,35,38,2022,39
Tennessee,Blount,44,42,41,40,43,44,41,42,38,41,2022,42
Tennessee,Claiborne,37,36,35,35,38,36,34,35,32,34,2022,34
Tennessee,Davidson,46,45,47,45,44,44,43,45,41,44,2022,43
Tennessee,DeKalb,39,36,35,35,37,36,33,37,33,35,2022,35
Tennessee,Hamilton,48,43,43,41,45,44,43,45,40,42,2022,43
Tennessee,Jefferson,46,43,44,44,47,43,42,44,37,41,2022,41
Tennessee,Knox,45,44,45,43,46,40,43,42,38,44,2022,41
Tennessee,Lawrence,36,33,32,30,26,25,27,27,20,26,2022,20
Tennessee,Loudon,44,41,40,40,45,37,34,37,34,38,2022,34
Tennessee,McMinn,14,35,39,32,32,33,29,30,28,28,2022,30
Tennessee,Montgomery,40,35,35,33,31,30,30,26,26,25,2022,27
Tennessee,Roane,53,53,43,39,31,30,27,28,26,28,2022,27
Tennessee,Sevier,46,44,44,43,44,44,43,44,40,42,2022,42
Tennessee,Shelby,48,44,44,42,42,42,40,44,44,42,2022,42
Tennessee,Sullivan,38,39,37,38,41,42,39,41,34,36,2022,36
Tennessee,Sumner,48,43,42,40,42,41,38,40,37,38,2022,38
Tennessee,Williamson,44,37,38,36,40,40,39,42,37,39,2022,41
Tennessee,Wilson,44,39,39,38,41,39,38,40,33,37,2022,39
Texas,Bell,40,40,39,36,38,40,36,42,40,42,2022,43
Texas,Bexar,47,47,48,46,43,43,43,49,49,48,2022,49
Texas,Bowie,45,38,39,38,36,37,35,39,36,40,2022,41
Texas,Brazoria,34,34,32,33,36,37,31,33,33,34,2022,35
Texas,Brewster,44,43,40,41,39,41,39,40,40,41,2022,41
Texas,Cameron,43,42,43,42,40,38,41,44,43,43,2022,42
Texas,Collin,42,40,37,36,37,39,37,40,37,37,2022,40
Texas,Culberson,20,21,20,15,15,17,23,34,45,43,2022,32
Texas,Dallas,52,52,47,44,43,44,44,45,42,42,2022,45
Texas,Denton,44,45,42,43,40,43,40,43,40,43,2022,44
Texas,Ector,37,30,33,30,27,26,30,28,27,26,2022,28
Texas,El Paso,58,53,50,50,49,51,55,53,55,54,2022,54
Texas,Ellis,44,44,43,40,40,43,38,40,39,39,2022,37
Texas,Galveston,39,38,39,39,42,38,33,39,40,39,2022,40
Texas,Gregg,36,35,33,33,36,35,32,35,31,33,2022,35
Texas,Harris,54,52,53,53,49,48,51,51,50,54,2022,55
Texas,Harrison,44,41,38,37,37,39,35,38,35,39,2022,43
Texas,Hidalgo,42,38,39,39,36,38,41,42,37,44,2022,41
Texas,Hood,39,37,36,34,35,36,33,35,33,35,2022,38
Texas,Hunt,38,38,35,33,35,35,32,35,32,33,2022,36
Texas,Jefferson,45,45,44,42,41,41,44,43,40,39,2022,43
Texas,Johnson,38,37,36,35,40,41,35,38,34,37,2022,41
Texas,Kaufman,44,42,40,37,37,39,35,39,37,36,2022,42
Texas,Kleberg,35,31,32,33,28,33,35,30,35,36,2022,35
Texas,Maverick,33,29,36,33,27,29,28,25,27,28,2022,27
Texas,McLennan,39,41,41,38,35,38,35,38,38,37,2022,41
Texas,Montgomery,42,43,43,42,43,41,40,38,40,41,2022,44
Texas,Navarro,41,42,41,39,39,41,38,39,37,39,2022,42
Texas,Nueces,42,42,42,41,37,39,38,42,40,42,2022,41
Texas,Orange,39,40,38,37,35,37,42,38,39,35,2022,38
Texas,Parker,40,38,37,37,37,37,35,37,35,36,2022,40
Texas,Polk,37,35,32,31,32,31,31,31,31,30,2022,32
Texas,Potter,27,22,23,22,21,21,23,19,20,23,2022,23
Texas,Randall,45,43,41,42,41,43,43,41,42,42,2022,44
Texas,Rockwall,39,39,36,36,35,35,31,34,32,31,2022,34
Texas,Smith,40,38,34,33,37,37,33,36,33,35,2022,40
Texas,Tarrant,50,48,44,43,43,44,45,44,45,46,2022,48
Texas,Travis,44,44,44,44,42,43,44,44,44,43,2022,44
Texas,Victoria,31,31,30,32,33,33,28,31,31,32,2022,30
Texas,Webb,42,40,43,39,37,41,39,41,41,39,2022,35
Utah,Box Elder,46,47,44,45,39,45,46,40,40,42,2022,35
Utah,Cache,47,49,42,40,44,45,46,44,44,44,2022,44
Utah,Carbon,45,44,44,46,44,45,46,46,43,44,2022,42
Utah,Davis,39,41,44,38,44,48,45,44,44,44,2022,44
Utah,Duchesne,48,51,45,44,45,45,46,48,45,47,2022,47
Utah,Garfield,42,40,42,42,8,44,44,41,42,45,2022,44
Utah,Salt Lake,51,50,48,51,50,58,61,51,50,52,2022,50
Utah,San Juan,46,44,44,43,44,44,44,44,43,44,2022,44
Utah,Tooele,40,44,33,29,43,45,45,43,42,40,2022,43
Utah,Uintah,51,58,48,46,47,49,50,49,45,48,2022,46
Utah,Utah,50,50,45,46,47,50,46,46,45,46,2022,45
Utah,Washington,45,44,44,43,43,44,44,44,44,45,2022,44
Utah,Wayne,11,9,8,8,8,8,10,9,8,8,2022,9
Utah,Weber,50,52,46,46,47,49,48,42,44,44,2022,45
Vermont,Bennington,35,36,36,37,36,35,35,35,35,34,2022,35
Vermont,Chittenden,36,39,37,36,35,35,38,37,36,37,2022,38
Vermont,Rutland,37,34,30,30,35,36,37,36,37,35,2022,35
Vermont,Windham,12,12,13,13,10,11,9,8,9,8,2022,8
Virgin Islands,St Croix,14,23,46,51,33,19,22,20,19,21,2022,22
Virgin Islands,St John,20,24,22,24,21,20,24,15,16,16,2022,15
Virginia,Albemarle,38,36,35,36,36,37,36,40,35,37,2022,38
Virginia,Arlington,37,37,38,38,36,37,35,38,33,37,2022,36
Virginia,Bristol City,35,33,35,30,30,28,27,26,24,27,2022,24
Virginia,Caroline,43,37,42,40,36,39,36,39,34,35,2022,36
Virginia,Carroll,9,9,9,10,11,8,9,9,7,9,2022,7
Virginia,Charles,35,31,35,32,31,33,31,34,31,33,2022,32
Virginia,Chesterfield,41,37,39,39,38,38,34,39,32,36,2022,37
Virginia,Fairfax,43,39,41,40,39,42,42,44,38,41,2022,40
Virginia,Fauquier,38,33,36,36,35,36,32,37,31,34,2022,34
Virginia,Frederick,43,39,39,39,37,38,35,38,35,38,2022,37
Virginia,Giles,41,38,39,39,39,40,37,40,36,38,2022,38
Virginia,Hampton City,39,35,38,37,33,38,36,39,34,38,2022,38
Virginia,Hanover,43,39,42,40,39,39,40,41,34,38,2022,39
Virginia,Henrico,42,39,40,39,38,39,36,37,36,40,2022,40
Virginia,Hopewell City,13,12,10,10,11,10,10,8,6,7,2022,7
Virginia,Loudoun,36,34,38,36,34,37,34,37,33,36,2022,36
Virginia,Lynchburg City,30,28,30,30,28,26,26,26,21,24,2022,22
Virginia,Madison,44,41,42,43,41,40,38,41,37,39,2022,40
Virginia,Norfolk City,21,20,20,20,18,18,16,18,17,18,2022,17
Virginia,Prince Edward,36,34,35,34,33,36,31,35,30,33,2022,34
Virginia,Prince William,31,29,30,30,31,34,32,36,32,35,2022,35
Virginia,Richmond City,20,25,20,39,33,29,33,33,29,33,2022,33
Virginia,Roanoke,33,36,39,38,36,38,37,37,35,39,2022,38
Virginia,Rockbridge,37,34,35,37,33,37,31,38,30,34,2022,32
Virginia,Rockingham,36,34,36,36,32,36,32,36,32,34,2022,34
Virginia,Salem City,35,35,33,32,30,28,26,26,23,26,2022,25
Virginia,Stafford,44,39,41,40,39,38,35,39,32,35,2022,35
Virginia,Suffolk City,43,38,40,40,37,40,39,41,36,37,2022,38
Virginia,Virginia Beach City,31,28,29,30,25,25,25,25,23,26,2022,25
Virginia,Wythe,44,39,40,38,41,40,40,41,34,39,2022,39
Washington,Adams,16,15,15,20,14,13,13,13,13,14,2022,14
Washington,Asotin,30,31,25,27,27,30,27,27,29,36,2022,34
Washington,Benton,23,23,20,30,31,35,34,37,33,35,2022,36
Washington,Chelan,31,27,25,25,22,28,27,24,21,23,2022,25
Washington,Clallam,38,35,38,38,37,38,38,34,33,34,2022,35
Washington,Clark,32,33,32,33,28,32,31,31,27,30,2022,32
Washington,Columbia,18,21,16,14,15,21,17,17,18,37,2022,36
Washington,Cowlitz,20,22,21,20,18,19,20,18,16,15,2022,16
Washington,Franklin,19,23,19,20,14,20,17,16,14,16,2022,18
Washington,Grant,22,24,20,23,18,21,20,18,16,19,2022,23
Washington,Grays Harbor,20,21,20,22,21,20,22,20,20,20,2022,16
Washington,Jefferson,18,21,20,20,18,18,19,19,18,15,2022,16
Washington,King,39,46,41,45,39,41,40,40,36,37,2022,38
Washington,Kitsap,19,17,17,18,16,15,12,18,18,20,2022,21
Washington,Kittitas,21,18,15,21,19,29,19,23,18,21,2022,21
Washington,Klickitat,18,14,16,16,15,16,20,20,17,16,2022,14
Washington,Lewis,21,23,23,23,19,19,21,20,19,18,2022,19
Washington,Mason,25,25,20,22,20,19,21,21,18,17,2022,17
Washington,Okanogan,35,35,33,41,29,41,40,31,35,44,2022,39
Washington,Pierce,40,43,40,41,40,43,42,41,40,40,2022,43
Washington,Skagit,29,32,32,35,32,32,29,24,16,23,2022,29
Washington,Snohomish,28,29,29,28,24,25,25,30,30,26,2022,30
Washington,Spokane,41,42,37,42,37,39,38,37,33,40,2022,38
Washington,Stevens,33,32,30,28,26,35,35,28,32,35,2022,34
Washington,Thurston,31,32,29,31,27,30,26,30,25,15,2022,24
Washington,Walla Walla,18,21,17,19,18,18,20,21,22,23,2022,20
Washington,Whatcom,22,28,31,30,25,28,27,26,21,27,2022,31
Washington,Whitman,19,23,19,20,17,18,17,18,15,16,2022,18
Washington,Yakima,36,40,30,36,33,36,40,38,35,40,2022,38
West Virginia,Berkeley,44,41,42,44,40,39,37,40,36,38,2022,37
West Virginia,Brooke,19,16,16,17,18,18,18,19,17,20,2022,17
West Virginia,Cabell,44,39,39,42,39,39,37,39,36,36,2022,37
West Virginia,Gilmer,34,31,31,31,32,31,29,32,29,31,2022,37
West Virginia,Greenbrier,44,41,41,38,39,39,38,42,34,37,2022,34
West Virginia,Hancock,38,34,34,33,34,36,32,40,36,36,2022,33
West Virginia,Harrison,38,34,33,35,31,30,27,31,26,26,2022,25
West Virginia,Kanawha,42,36,35,33,37,41,39,40,37,38,2022,37
West Virginia,Marion,40,37,38,37,33,31,28,31,26,30,2022,27
West Virginia,Marshall,51,44,44,39,36,46,41,34,31,43,2022,40
West Virginia,Monongalia,43,39,40,41,36,38,37,40,37,38,2022,36
West Virginia,Ohio,47,41,42,43,43,41,39,41,38,38,2022,35
West Virginia,Tucker,38,36,36,36,36,36,34,35,33,34,2022,35
West Virginia,Wood,44,41,40,42,42,39,36,39,35,36,2022,37
Wisconsin,Ashland,32,33,32,33,32,33,35,34,32,35,2022,34
Wisconsin,Brown,40,38,39,38,33,35,39,35,35,38,2022,35
Wisconsin,Columbia,43,41,40,40,38,39,39,37,38,40,2022,38
Wisconsin,Dane,45,43,41,40,38,39,41,38,39,42,2022,38
Wisconsin,Dodge,44,43,40,38,36,37,41,40,38,41,2022,38
Wisconsin,Door,38,38,37,39,36,37,40,35,36,39,2022,36
Wisconsin,Eau Claire,41,38,35,33,35,37,41,34,37,39,2022,36
Wisconsin,Fond du Lac,42,39,40,40,38,37,39,36,36,39,2022,36
Wisconsin,Forest,35,36,35,34,34,35,36,35,35,37,2022,36
Wisconsin,Grant,32,32,30,29,29,25,31,29,30,35,2022,30
Wisconsin,Jefferson,44,41,42,40,40,39,39,37,38,40,2022,38
Wisconsin,Kenosha,44,44,44,41,39,40,42,40,40,42,2022,40
Wisconsin,Kewaunee,41,41,39,40,37,39,42,36,34,40,2022,39
Wisconsin,La Crosse,42,42,37,37,32,37,39,35,37,37,2022,35
Wisconsin,Manitowoc,39,41,38,38,37,38,40,36,36,39,2022,38
Wisconsin,Marathon,41,39,38,36,35,36,39,34,31,36,2022,35
Wisconsin,Milwaukee,45,45,44,41,40,40,43,42,40,45,2022,43
Wisconsin,Outagamie,43,41,41,38,33,36,40,36,36,38,2022,38
Wisconsin,Ozaukee,41,38,37,36,35,36,40,37,35,38,2022,38
Wisconsin,Rock,45,42,40,41,39,40,39,38,38,41,2022,39
Wisconsin,Sauk,41,38,36,36,32,36,39,35,36,38,2022,36
Wisconsin,Sheboygan,42,43,41,40,39,41,43,38,39,41,2022,40
Wisconsin,Taylor,37,39,36,34,34,34,38,35,35,36,2022,35
Wisconsin,Vilas,36,36,35,33,32,32,34,29,30,31,2022,30
Wisconsin,Walworth,44,39,40,40,38,39,40,37,39,41,2022,39
Wisconsin,Waukesha,50,38,41,40,38,39,41,40,39,43,2022,40
Wyoming,Albany,51,47,46,45,46,48,48,47,46,49,2022,48
Wyoming,Big Horn,36,40,40,39,38,36,39,36,38,39,2022,38
Wyoming,Campbell,57,47,44,44,43,44,42,40,44,44,2022,48
Wyoming,Carbon,43,38,42,42,42,43,42,43,8,10,2022,9
Wyoming,Converse,28,42,42,43,41,42,40,41,42,42,2022,40
Wyoming,Fremont,47,45,44,45,44,47,46,45,45,45,2022,45
Wyoming,Laramie,45,43,44,42,43,44,43,43,39,43,2022,42
Wyoming,Lincoln,19,19,14,13,13,14,16,12,15,30,2022,43
Wyoming,Natrona,30,42,41,41,41,44,42,42,41,42,2022,42
Wyoming,Park,17,15,12,15,12,14,31,38,11,11,2022,15
Wyoming,Platte,17,14,17,14,16,15,15,14,19,16,2022,17
Wyoming,Sheridan,21,39,38,38,38,42,45,39,39,39,2022,42
Wyoming,Sublette,48,46,45,44,44,48,47,46,44,46,2022,44
Wyoming,Sweetwater,47,45,46,44,44,46,48,46,46,45,2022,44
Wyoming,Teton,44,44,42,42,41,44,44,43,42,44,2022,42
Wyoming,Uinta,44,44,42,41,42,44,44,44,40,7,2022,7
Wyoming,Weston,37,44,41,40,41,41,42,40,40,41,2022,40
